"","Report.Date.x","MacroPlot.Name","Sample.Event.Date","Tape","Transect","Point","Order","Species","Height","Status","Comment.x","Report.Date.y","Visited","Num..Transects","Tran..Length","Num..Pts..Tran.","Offset","Collected.By","Entered.Verif..By","Comment.y"
"350","2025/10/21","FPICO1T08:15","2025/08/11",20,1,20,1,"VASC",0.2,NA,"","2025/10/21","True","2","20","20","0","CAF, AGJ","ARL",""
"351","2025/10/21","FPICO1T08:15","2025/08/11",1,2,1,1,"VASC",0.1,NA,"","2025/10/21","True","2","20","20","0","CAF, AGJ","ARL",""
"352","2025/10/21","FPICO1T08:15","2025/08/11",2,2,2,1,"VASC",0.1,NA,"","2025/10/21","True","2","20","20","0","CAF, AGJ","ARL",""
"353","2025/10/21","FPICO1T08:15","2025/08/11",3,2,3,1,"VASC",0.15,NA,"","2025/10/21","True","2","20","20","0","CAF, AGJ","ARL",""
"354","2025/10/21","FPICO1T08:15","2025/08/11",4,2,4,1,"CAXX2",0.1,NA,"","2025/10/21","True","2","20","20","0","CAF, AGJ","ARL",""
"355","2025/10/21","FPICO1T08:15","2025/08/11",5,2,5,1,"ROCK1",NA,NA,"","2025/10/21","True","2","20","20","0","CAF, AGJ","ARL",""
"356","2025/10/21","FPICO1T08:15","2025/08/11",6,2,6,1,"LITT1",NA,NA,"","2025/10/21","True","2","20","20","0","CAF, AGJ","ARL",""
"357","2025/10/21","FPICO1T08:15","2025/08/11",7,2,7,1,"VASC",0.2,NA,"","2025/10/21","True","2","20","20","0","CAF, AGJ","ARL",""
"358","2025/10/21","FPICO1T08:15","2025/08/11",8,2,8,1,"VASC",0.1,NA,"","2025/10/21","True","2","20","20","0","CAF, AGJ","ARL",""
"359","2025/10/21","FPICO1T08:15","2025/08/11",9,2,9,1,"LITT1",NA,NA,"","2025/10/21","True","2","20","20","0","CAF, AGJ","ARL",""
"360","2025/10/21","FPICO1T08:15","2025/08/11",10,2,10,1,"VASC",0.1,NA,"","2025/10/21","True","2","20","20","0","CAF, AGJ","ARL",""
"361","2025/10/21","FPICO1T08:15","2025/08/11",11,2,11,1,"BARE1",NA,NA,"","2025/10/21","True","2","20","20","0","CAF, AGJ","ARL",""
"362","2025/10/21","FPICO1T08:15","2025/08/11",12,2,12,1,"LITT1",NA,NA,"","2025/10/21","True","2","20","20","0","CAF, AGJ","ARL",""
"363","2025/10/21","FPICO1T08:15","2025/08/11",13,2,13,1,"VASC",0.1,NA,"","2025/10/21","True","2","20","20","0","CAF, AGJ","ARL",""
"364","2025/10/21","FPICO1T08:15","2025/08/11",14,2,14,1,"VASC",0.2,NA,"","2025/10/21","True","2","20","20","0","CAF, AGJ","ARL",""
"365","2025/10/21","FPICO1T08:15","2025/08/11",15,2,15,1,"VASC",0.1,NA,"","2025/10/21","True","2","20","20","0","CAF, AGJ","ARL",""
"366","2025/10/21","FPICO1T08:15","2025/08/11",16,2,16,1,"VASC",0.2,NA,"","2025/10/21","True","2","20","20","0","CAF, AGJ","ARL",""
"367","2025/10/21","FPICO1T08:15","2025/08/11",17,2,17,1,"LITT1",NA,NA,"","2025/10/21","True","2","20","20","0","CAF, AGJ","ARL",""
"368","2025/10/21","FPICO1T08:15","2025/08/11",18,2,18,1,"VASC",0.1,NA,"","2025/10/21","True","2","20","20","0","CAF, AGJ","ARL",""
"369","2025/10/21","FPICO1T08:15","2025/08/11",19,2,19,1,"VASC",0.1,NA,"","2025/10/21","True","2","20","20","0","CAF, AGJ","ARL",""
"370","2025/10/21","FPICO1T08:15","2025/08/11",20,2,20,1,"VASC",0.2,NA,"","2025/10/21","True","2","20","20","0","CAF, AGJ","ARL",""
"371","2025/10/21","FPICO1T08:16","2025/08/07",1,1,1,1,"BARE1",NA,NA,"","2025/10/21","True","2","20","20","0","ARL, CAF, AGJ","ARL",""
"372","2025/10/21","FPICO1T08:16","2025/08/07",2,1,2,1,"BARE1",NA,NA,"","2025/10/21","True","2","20","20","0","ARL, CAF, AGJ","ARL",""
"373","2025/10/21","FPICO1T08:16","2025/08/07",3,1,3,1,"ROCK1",NA,NA,"","2025/10/21","True","2","20","20","0","ARL, CAF, AGJ","ARL",""
"374","2025/10/21","FPICO1T08:16","2025/08/07",4,1,4,1,"ROCK1",NA,NA,"","2025/10/21","True","2","20","20","0","ARL, CAF, AGJ","ARL",""
"375","2025/10/21","FPICO1T08:16","2025/08/07",5,1,5,1,"GARA2",0.1,NA,"","2025/10/21","True","2","20","20","0","ARL, CAF, AGJ","ARL",""
"376","2025/10/21","FPICO1T08:16","2025/08/07",6,1,6,1,"CHANC",0.1,NA,"","2025/10/21","True","2","20","20","0","ARL, CAF, AGJ","ARL",""
"377","2025/10/21","FPICO1T08:16","2025/08/07",7,1,7,1,"ROCK1",NA,NA,"","2025/10/21","True","2","20","20","0","ARL, CAF, AGJ","ARL",""
"378","2025/10/21","FPICO1T08:16","2025/08/07",8,1,8,1,"LITT1",NA,NA,"","2025/10/21","True","2","20","20","0","ARL, CAF, AGJ","ARL",""
"379","2025/10/21","FPICO1T08:16","2025/08/07",9,1,9,1,"LITT1",NA,NA,"","2025/10/21","True","2","20","20","0","ARL, CAF, AGJ","ARL",""
"380","2025/10/21","FPICO1T08:16","2025/08/07",10,1,10,1,"GARA2",0.1,NA,"","2025/10/21","True","2","20","20","0","ARL, CAF, AGJ","ARL",""
"381","2025/10/21","FPICO1T08:16","2025/08/07",11,1,11,1,"GARA2",0.2,NA,"","2025/10/21","True","2","20","20","0","ARL, CAF, AGJ","ARL",""
"382","2025/10/21","FPICO1T08:16","2025/08/07",12,1,12,1,"GARA2",0.1,NA,"","2025/10/21","True","2","20","20","0","ARL, CAF, AGJ","ARL",""
"383","2025/10/21","FPICO1T08:16","2025/08/07",13,1,13,1,"VASC",0.1,NA,"","2025/10/21","True","2","20","20","0","ARL, CAF, AGJ","ARL",""
"384","2025/10/21","FPICO1T08:16","2025/08/07",14,1,14,1,"GARA2",0.2,NA,"","2025/10/21","True","2","20","20","0","ARL, CAF, AGJ","ARL",""
"385","2025/10/21","FPICO1T08:16","2025/08/07",15,1,15,1,"LITT1",NA,NA,"","2025/10/21","True","2","20","20","0","ARL, CAF, AGJ","ARL",""
"386","2025/10/21","FPICO1T08:16","2025/08/07",16,1,16,1,"LITT1",NA,NA,"","2025/10/21","True","2","20","20","0","ARL, CAF, AGJ","ARL",""
"387","2025/10/21","FPICO1T08:16","2025/08/07",17,1,17,1,"GARA2",0.1,NA,"","2025/10/21","True","2","20","20","0","ARL, CAF, AGJ","ARL",""
"388","2025/10/21","FPICO1T08:16","2025/08/07",18,1,18,1,"BARE1",NA,NA,"","2025/10/21","True","2","20","20","0","ARL, CAF, AGJ","ARL",""
"389","2025/10/21","FPICO1T08:16","2025/08/07",19,1,19,1,"GARA2",0.1,NA,"","2025/10/21","True","2","20","20","0","ARL, CAF, AGJ","ARL",""
"390","2025/10/21","FPICO1T08:16","2025/08/07",20,1,20,1,"GARA2",0.2,NA,"","2025/10/21","True","2","20","20","0","ARL, CAF, AGJ","ARL",""
"391","2025/10/21","FPICO1T08:16","2025/08/07",1,2,1,1,"CAXX2",0.1,NA,"","2025/10/21","True","2","20","20","0","ARL, CAF, AGJ","ARL",""
"392","2025/10/21","FPICO1T08:16","2025/08/07",2,2,2,1,"VASC",0.1,NA,"","2025/10/21","True","2","20","20","0","ARL, CAF, AGJ","ARL",""
"393","2025/10/21","FPICO1T08:16","2025/08/07",3,2,3,1,"VASC",0.1,NA,"","2025/10/21","True","2","20","20","0","ARL, CAF, AGJ","ARL",""
"394","2025/10/21","FPICO1T08:16","2025/08/07",4,2,4,1,"BARE1",NA,NA,"","2025/10/21","True","2","20","20","0","ARL, CAF, AGJ","ARL",""
"395","2025/10/21","FPICO1T08:16","2025/08/07",5,2,5,1,"BARE1",NA,NA,"","2025/10/21","True","2","20","20","0","ARL, CAF, AGJ","ARL",""
"396","2025/10/21","FPICO1T08:16","2025/08/07",6,2,6,1,"LITT1",NA,NA,"","2025/10/21","True","2","20","20","0","ARL, CAF, AGJ","ARL",""
"397","2025/10/21","FPICO1T08:16","2025/08/07",7,2,7,1,"CHANC",0.1,NA,"","2025/10/21","True","2","20","20","0","ARL, CAF, AGJ","ARL",""
"398","2025/10/21","FPICO1T08:16","2025/08/07",8,2,8,1,"BARE1",NA,NA,"","2025/10/21","True","2","20","20","0","ARL, CAF, AGJ","ARL",""
"399","2025/10/21","FPICO1T08:16","2025/08/07",9,2,9,1,"GARA2",0.1,NA,"","2025/10/21","True","2","20","20","0","ARL, CAF, AGJ","ARL",""
"400","2025/10/21","FPICO1T08:16","2025/08/07",10,2,10,1,"CAXX2",0.1,NA,"","2025/10/21","True","2","20","20","0","ARL, CAF, AGJ","ARL",""
"401","2025/10/21","FPICO1T08:16","2025/08/07",10,2,10,2,"GARA2",NA,NA,"","2025/10/21","True","2","20","20","0","ARL, CAF, AGJ","ARL",""
"402","2025/10/21","FPICO1T08:16","2025/08/07",11,2,11,1,"GARA2",0.2,NA,"","2025/10/21","True","2","20","20","0","ARL, CAF, AGJ","ARL",""
"403","2025/10/21","FPICO1T08:16","2025/08/07",12,2,12,1,"BARE1",NA,NA,"","2025/10/21","True","2","20","20","0","ARL, CAF, AGJ","ARL",""
"404","2025/10/21","FPICO1T08:16","2025/08/07",13,2,13,1,"GARA2",0.1,NA,"","2025/10/21","True","2","20","20","0","ARL, CAF, AGJ","ARL",""
"405","2025/10/21","FPICO1T08:16","2025/08/07",14,2,14,1,"GARA2",0.1,NA,"","2025/10/21","True","2","20","20","0","ARL, CAF, AGJ","ARL",""
"406","2025/10/21","FPICO1T08:16","2025/08/07",15,2,15,1,"BARE1",NA,NA,"","2025/10/21","True","2","20","20","0","ARL, CAF, AGJ","ARL",""
"407","2025/10/21","FPICO1T08:16","2025/08/07",16,2,16,1,"BARE1",NA,NA,"","2025/10/21","True","2","20","20","0","ARL, CAF, AGJ","ARL",""
"408","2025/10/21","FPICO1T08:16","2025/08/07",17,2,17,1,"PICO",0.1,NA,"","2025/10/21","True","2","20","20","0","ARL, CAF, AGJ","ARL",""
"409","2025/10/21","FPICO1T08:16","2025/08/07",17,2,17,2,"GARA2",NA,NA,"","2025/10/21","True","2","20","20","0","ARL, CAF, AGJ","ARL",""
"410","2025/10/21","FPICO1T08:16","2025/08/07",18,2,18,1,"GARA2",0.1,NA,"","2025/10/21","True","2","20","20","0","ARL, CAF, AGJ","ARL",""
"411","2025/10/21","FPICO1T08:16","2025/08/07",19,2,19,1,"GARA2",0.2,NA,"","2025/10/21","True","2","20","20","0","ARL, CAF, AGJ","ARL",""
"412","2025/10/21","FPICO1T08:16","2025/08/07",20,2,20,1,"GARA2",0.1,NA,"","2025/10/21","True","2","20","20","0","ARL, CAF, AGJ","ARL",""
"413","2025/10/21","FPICO1T08:19","2025/08/11",1,1,1,1,"LITT1",NA,NA,"","2025/10/21","True","2","20","20","0","CAF, AGJ","ARL",""
"414","2025/10/21","FPICO1T08:19","2025/08/11",2,1,2,1,"LITT1",NA,NA,"","2025/10/21","True","2","20","20","0","CAF, AGJ","ARL",""
"415","2025/10/21","FPICO1T08:19","2025/08/11",3,1,3,1,"JUCO6",0.25,NA,"","2025/10/21","True","2","20","20","0","CAF, AGJ","ARL",""
"416","2025/10/21","FPICO1T08:19","2025/08/11",4,1,4,1,"JUCO6",0.5,NA,"","2025/10/21","True","2","20","20","0","CAF, AGJ","ARL",""
"417","2025/10/21","FPICO1T08:19","2025/08/11",5,1,5,1,"ABLA",0.5,NA,"","2025/10/21","True","2","20","20","0","CAF, AGJ","ARL",""
"418","2025/10/21","FPICO1T08:19","2025/08/11",5,1,5,2,"JUCO6",NA,NA,"","2025/10/21","True","2","20","20","0","CAF, AGJ","ARL",""
"419","2025/10/21","FPICO1T08:19","2025/08/11",5,1,5,3,"VASC",NA,NA,"","2025/10/21","True","2","20","20","0","CAF, AGJ","ARL",""
"420","2025/10/21","FPICO1T08:19","2025/08/11",6,1,6,1,"JUCO6",0.4,NA,"","2025/10/21","True","2","20","20","0","CAF, AGJ","ARL",""
"421","2025/10/21","FPICO1T08:19","2025/08/11",6,1,6,2,"VASC",NA,NA,"","2025/10/21","True","2","20","20","0","CAF, AGJ","ARL",""
"422","2025/10/21","FPICO1T08:19","2025/08/11",7,1,7,1,"VASC",0.1,NA,"","2025/10/21","True","2","20","20","0","CAF, AGJ","ARL",""
"423","2025/10/21","FPICO1T08:19","2025/08/11",8,1,8,1,"PIEN",0.6,NA,"","2025/10/21","True","2","20","20","0","CAF, AGJ","ARL",""
"424","2025/10/21","FPICO1T08:19","2025/08/11",8,1,8,2,"VASC",NA,NA,"","2025/10/21","True","2","20","20","0","CAF, AGJ","ARL",""
"425","2025/10/21","FPICO1T08:19","2025/08/11",9,1,9,1,"LITT1",NA,NA,"","2025/10/21","True","2","20","20","0","CAF, AGJ","ARL",""
"426","2025/10/21","FPICO1T08:19","2025/08/11",10,1,10,1,"ROCK1",NA,NA,"","2025/10/21","True","2","20","20","0","CAF, AGJ","ARL",""
"427","2025/10/21","FPICO1T08:19","2025/08/11",11,1,11,1,"BARE1",NA,NA,"","2025/10/21","True","2","20","20","0","CAF, AGJ","ARL",""
"428","2025/10/21","FPICO1T08:19","2025/08/11",12,1,12,1,"LITT1",NA,NA,"","2025/10/21","True","2","20","20","0","CAF, AGJ","ARL",""
"429","2025/10/21","FPICO1T08:19","2025/08/11",13,1,13,1,"VASC",0.1,NA,"","2025/10/21","True","2","20","20","0","CAF, AGJ","ARL",""
"430","2025/10/21","FPICO1T08:19","2025/08/11",14,1,14,1,"PIEN",0.3,NA,"","2025/10/21","True","2","20","20","0","CAF, AGJ","ARL",""
"431","2025/10/21","FPICO1T08:19","2025/08/11",15,1,15,1,"PIEN",1.4,NA,"","2025/10/21","True","2","20","20","0","CAF, AGJ","ARL",""
"432","2025/10/21","FPICO1T08:19","2025/08/11",16,1,16,1,"LITT1",NA,NA,"","2025/10/21","True","2","20","20","0","CAF, AGJ","ARL",""
"433","2025/10/21","FPICO1T08:19","2025/08/11",17,1,17,1,"LITT1",NA,NA,"","2025/10/21","True","2","20","20","0","CAF, AGJ","ARL",""
"434","2025/10/21","FPICO1T08:19","2025/08/11",18,1,18,1,"WOOD1",NA,NA,"","2025/10/21","True","2","20","20","0","CAF, AGJ","ARL",""
"435","2025/10/21","FPICO1T08:19","2025/08/11",19,1,19,1,"BARE1",NA,NA,"","2025/10/21","True","2","20","20","0","CAF, AGJ","ARL",""
"436","2025/10/21","FPICO1T08:19","2025/08/11",20,1,20,1,"ABLA",0.1,NA,"","2025/10/21","True","2","20","20","0","CAF, AGJ","ARL",""
"437","2025/10/21","FPICO1T08:19","2025/08/11",1,2,1,1,"PIEN",0.9,NA,"","2025/10/21","True","2","20","20","0","CAF, AGJ","ARL",""
"438","2025/10/21","FPICO1T08:19","2025/08/11",2,2,2,1,"LITT1",NA,NA,"","2025/10/21","True","2","20","20","0","CAF, AGJ","ARL",""
"439","2025/10/21","FPICO1T08:19","2025/08/11",3,2,3,1,"ROCK1",NA,NA,"","2025/10/21","True","2","20","20","0","CAF, AGJ","ARL",""
"440","2025/10/21","FPICO1T08:19","2025/08/11",4,2,4,1,"LITT1",NA,NA,"","2025/10/21","True","2","20","20","0","CAF, AGJ","ARL",""
"441","2025/10/21","FPICO1T08:19","2025/08/11",5,2,5,1,"LITT1",NA,NA,"","2025/10/21","True","2","20","20","0","CAF, AGJ","ARL",""
"442","2025/10/21","FPICO1T08:19","2025/08/11",6,2,6,1,"LITT1",NA,NA,"","2025/10/21","True","2","20","20","0","CAF, AGJ","ARL",""
"443","2025/10/21","FPICO1T08:19","2025/08/11",7,2,7,1,"LITT1",NA,NA,"","2025/10/21","True","2","20","20","0","CAF, AGJ","ARL",""
"444","2025/10/21","FPICO1T08:19","2025/08/11",8,2,8,1,"LITT1",NA,NA,"","2025/10/21","True","2","20","20","0","CAF, AGJ","ARL",""
"445","2025/10/21","FPICO1T08:19","2025/08/11",9,2,9,1,"LITT1",NA,NA,"","2025/10/21","True","2","20","20","0","CAF, AGJ","ARL",""
"446","2025/10/21","FPICO1T08:19","2025/08/11",10,2,10,1,"LITT1",NA,NA,"","2025/10/21","True","2","20","20","0","CAF, AGJ","ARL",""
"447","2025/10/21","FPICO1T08:19","2025/08/11",11,2,11,1,"BARE1",NA,NA,"","2025/10/21","True","2","20","20","0","CAF, AGJ","ARL",""
"448","2025/10/21","FPICO1T08:19","2025/08/11",12,2,12,1,"LITT1",NA,NA,"","2025/10/21","True","2","20","20","0","CAF, AGJ","ARL",""
"449","2025/10/21","FPICO1T08:19","2025/08/11",13,2,13,1,"LITT1",NA,NA,"","2025/10/21","True","2","20","20","0","CAF, AGJ","ARL",""
"450","2025/10/21","FPICO1T08:19","2025/08/11",14,2,14,1,"LITT1",NA,NA,"","2025/10/21","True","2","20","20","0","CAF, AGJ","ARL",""
"451","2025/10/21","FPICO1T08:19","2025/08/11",15,2,15,1,"LITT1",NA,NA,"","2025/10/21","True","2","20","20","0","CAF, AGJ","ARL",""
"452","2025/10/21","FPICO1T08:19","2025/08/11",16,2,16,1,"LITT1",NA,NA,"","2025/10/21","True","2","20","20","0","CAF, AGJ","ARL",""
"453","2025/10/21","FPICO1T08:19","2025/08/11",17,2,17,1,"BARE1",NA,NA,"","2025/10/21","True","2","20","20","0","CAF, AGJ","ARL",""
"454","2025/10/21","FPICO1T08:19","2025/08/11",18,2,18,1,"LITT1",NA,NA,"","2025/10/21","True","2","20","20","0","CAF, AGJ","ARL",""
"455","2025/10/21","FPICO1T08:19","2025/08/11",19,2,19,1,"VASC",0.1,NA,"","2025/10/21","True","2","20","20","0","CAF, AGJ","ARL",""
"456","2025/10/21","FPICO1T08:19","2025/08/11",20,2,20,1,"ABLA",0.2,NA,"","2025/10/21","True","2","20","20","0","CAF, AGJ","ARL",""
"457","2025/10/21","FPICO1T08:08","1998/07/28",0.3,1,1,1,"VASC",0.03,"L","","2025/10/21","True","1","50","166","0","","",""
"458","2025/10/21","FPICO1T08:08","1998/07/28",0.6,1,2,1,"VASC",0.05,"L","","2025/10/21","True","1","50","166","0","","",""
"459","2025/10/21","FPICO1T08:08","1998/07/28",0.9,1,3,1,"VASC",0.9,"L","","2025/10/21","True","1","50","166","0","","",""
"460","2025/10/21","FPICO1T08:08","1998/07/28",1.2,1,4,1,"VASC",0.1,"L","","2025/10/21","True","1","50","166","0","","",""
"461","2025/10/21","FPICO1T08:08","1998/07/28",1.5,1,5,1,"VASC",0.1,"L","","2025/10/21","True","1","50","166","0","","",""
"462","2025/10/21","FPICO1T08:08","1998/07/28",1.8,1,6,1,"ABLAL",0.3,"L","","2025/10/21","True","1","50","166","0","","",""
"463","2025/10/21","FPICO1T08:08","1998/07/28",1.8,1,6,2,"VASC",0,"L","","2025/10/21","True","1","50","166","0","","",""
"464","2025/10/21","FPICO1T08:08","1998/07/28",2.1,1,7,1,"ABLAL",0.39,"L","","2025/10/21","True","1","50","166","0","","",""
"465","2025/10/21","FPICO1T08:08","1998/07/28",2.1,1,7,2,"VASC",0,"L","","2025/10/21","True","1","50","166","0","","",""
"466","2025/10/21","FPICO1T08:08","1998/07/28",2.4,1,8,1,"LITT1",0,"D","","2025/10/21","True","1","50","166","0","","",""
"467","2025/10/21","FPICO1T08:08","1998/07/28",2.7,1,9,1,"ROCK1",0,"D","","2025/10/21","True","1","50","166","0","","",""
"468","2025/10/21","FPICO1T08:08","1998/07/28",3,1,10,1,"BARE1",0,"D","","2025/10/21","True","1","50","166","0","","",""
"469","2025/10/21","FPICO1T08:08","1998/07/28",3.3,1,11,1,"LITT1",0,"D","","2025/10/21","True","1","50","166","0","","",""
"470","2025/10/21","FPICO1T08:08","1998/07/28",3.6,1,12,1,"PICO",0.12,"L","","2025/10/21","True","1","50","166","0","","",""
"471","2025/10/21","FPICO1T08:08","1998/07/28",3.9,1,13,1,"LITT1",0,"D","","2025/10/21","True","1","50","166","0","","",""
"472","2025/10/21","FPICO1T08:08","1998/07/28",4.2,1,14,1,"LITT1",0,"D","","2025/10/21","True","1","50","166","0","","",""
"473","2025/10/21","FPICO1T08:08","1998/07/28",4.5,1,15,1,"ROCK1",0,"D","","2025/10/21","True","1","50","166","0","","",""
"474","2025/10/21","FPICO1T08:08","1998/07/28",4.8,1,16,1,"ROCK1",0,"D","","2025/10/21","True","1","50","166","0","","",""
"475","2025/10/21","FPICO1T08:08","1998/07/28",5.1,1,17,1,"ROCK1",0,"D","","2025/10/21","True","1","50","166","0","","",""
"476","2025/10/21","FPICO1T08:08","1998/07/28",5.4,1,18,1,"VASC",0.06,"L","","2025/10/21","True","1","50","166","0","","",""
"477","2025/10/21","FPICO1T08:08","1998/07/28",5.7,1,19,1,"VASC",0.1,"L","","2025/10/21","True","1","50","166","0","","",""
"478","2025/10/21","FPICO1T08:08","1998/07/28",6,1,20,1,"VASC",0.11,"L","","2025/10/21","True","1","50","166","0","","",""
"479","2025/10/21","FPICO1T08:08","1998/07/28",6.3,1,21,1,"DUFF",0,"D","","2025/10/21","True","1","50","166","0","","",""
"480","2025/10/21","FPICO1T08:08","1998/07/28",6.6,1,22,1,"WOOD1",0,"D","","2025/10/21","True","1","50","166","0","","",""
"481","2025/10/21","FPICO1T08:08","1998/07/28",6.9,1,23,1,"WOOD1",0,"D","","2025/10/21","True","1","50","166","0","","",""
"482","2025/10/21","FPICO1T08:08","1998/07/28",7.2,1,24,1,"WOOD1",0,"D","","2025/10/21","True","1","50","166","0","","",""
"483","2025/10/21","FPICO1T08:08","1998/07/28",7.5,1,25,1,"WOOD1",0,"D","","2025/10/21","True","1","50","166","0","","",""
"484","2025/10/21","FPICO1T08:08","1998/07/28",7.8,1,26,1,"LITT1",0,"D","","2025/10/21","True","1","50","166","0","","",""
"485","2025/10/21","FPICO1T08:08","1998/07/28",8.1,1,27,1,"LITT1",0,"D","","2025/10/21","True","1","50","166","0","","",""
"486","2025/10/21","FPICO1T08:08","1998/07/28",8.4,1,28,1,"LITT1",0,"D","","2025/10/21","True","1","50","166","0","","",""
"487","2025/10/21","FPICO1T08:08","1998/07/28",8.7,1,29,1,"ROCK1",0,"D","","2025/10/21","True","1","50","166","0","","",""
"488","2025/10/21","FPICO1T08:08","1998/07/28",9,1,30,1,"VASC",0.1,"L","","2025/10/21","True","1","50","166","0","","",""
"489","2025/10/21","FPICO1T08:08","1998/07/28",9.3,1,31,1,"ROCK1",0,"D","","2025/10/21","True","1","50","166","0","","",""
"490","2025/10/21","FPICO1T08:08","1998/07/28",9.6,1,32,1,"ROCK1",0,"D","","2025/10/21","True","1","50","166","0","","",""
"491","2025/10/21","FPICO1T08:08","1998/07/28",9.9,1,33,1,"ROCK1",0,"D","","2025/10/21","True","1","50","166","0","","",""
"492","2025/10/21","FPICO1T08:08","1998/07/28",10.2,1,34,1,"VASC",0.13,"L","","2025/10/21","True","1","50","166","0","","",""
"493","2025/10/21","FPICO1T08:08","1998/07/28",10.5,1,35,1,"VASC",0.11,"L","","2025/10/21","True","1","50","166","0","","",""
"494","2025/10/21","FPICO1T08:08","1998/07/28",10.8,1,36,1,"LITT1",0,"D","","2025/10/21","True","1","50","166","0","","",""
"495","2025/10/21","FPICO1T08:08","1998/07/28",11.1,1,37,1,"LITT1",0,"D","","2025/10/21","True","1","50","166","0","","",""
"496","2025/10/21","FPICO1T08:08","1998/07/28",11.4,1,38,1,"VASC",0.08,"L","","2025/10/21","True","1","50","166","0","","",""
"497","2025/10/21","FPICO1T08:08","1998/07/28",11.7,1,39,1,"VASC",0.06,"L","","2025/10/21","True","1","50","166","0","","",""
"498","2025/10/21","FPICO1T08:08","1998/07/28",12,1,40,1,"VASC",0.06,"L","","2025/10/21","True","1","50","166","0","","",""
"499","2025/10/21","FPICO1T08:08","1998/07/28",12.3,1,41,1,"ROCK1",0,"D","","2025/10/21","True","1","50","166","0","","",""
"500","2025/10/21","FPICO1T08:08","1998/07/28",12.6,1,42,1,"ROCK1",0,"D","","2025/10/21","True","1","50","166","0","","",""
"501","2025/10/21","FPICO1T08:08","1998/07/28",12.9,1,43,1,"ROCK1",0,"D","","2025/10/21","True","1","50","166","0","","",""
"502","2025/10/21","FPICO1T08:08","1998/07/28",13.2,1,44,1,"VASC",0.14,"L","","2025/10/21","True","1","50","166","0","","",""
"503","2025/10/21","FPICO1T08:08","1998/07/28",13.2,1,44,2,"ROWO",0,"L","","2025/10/21","True","1","50","166","0","","",""
"504","2025/10/21","FPICO1T08:08","1998/07/28",13.5,1,45,1,"ABLAL",0.62,"L","","2025/10/21","True","1","50","166","0","","",""
"505","2025/10/21","FPICO1T08:08","1998/07/28",13.5,1,45,2,"VASC",0,"L","","2025/10/21","True","1","50","166","0","","",""
"506","2025/10/21","FPICO1T08:08","1998/07/28",13.8,1,46,1,"ABLAL",0.14,"L","","2025/10/21","True","1","50","166","0","","",""
"507","2025/10/21","FPICO1T08:08","1998/07/28",13.8,1,46,2,"ARCO9",0,"L","","2025/10/21","True","1","50","166","0","","",""
"508","2025/10/21","FPICO1T08:08","1998/07/28",14.1,1,47,1,"ABLAL",0.76,"L","","2025/10/21","True","1","50","166","0","","",""
"509","2025/10/21","FPICO1T08:08","1998/07/28",14.1,1,47,2,"VASC",0,"L","","2025/10/21","True","1","50","166","0","","",""
"510","2025/10/21","FPICO1T08:08","1998/07/28",14.4,1,48,1,"VASC",0.05,"L","","2025/10/21","True","1","50","166","0","","",""
"511","2025/10/21","FPICO1T08:08","1998/07/28",14.7,1,49,1,"VASC",0.2,"L","","2025/10/21","True","1","50","166","0","","",""
"512","2025/10/21","FPICO1T08:08","1998/07/28",15,1,50,1,"PICO",0.6,"L","","2025/10/21","True","1","50","166","0","","",""
"513","2025/10/21","FPICO1T08:08","1998/07/28",15,1,50,2,"VASC",0,"L","","2025/10/21","True","1","50","166","0","","",""
"514","2025/10/21","FPICO1T08:08","1998/07/28",15.3,1,51,1,"VASC",0.2,"L","","2025/10/21","True","1","50","166","0","","",""
"515","2025/10/21","FPICO1T08:08","1998/07/28",15.6,1,52,1,"VASC",0.15,"L","","2025/10/21","True","1","50","166","0","","",""
"516","2025/10/21","FPICO1T08:08","1998/07/28",15.9,1,53,1,"PICO",0.53,"L","","2025/10/21","True","1","50","166","0","","",""
"517","2025/10/21","FPICO1T08:08","1998/07/28",15.9,1,53,2,"VASC",0,"L","","2025/10/21","True","1","50","166","0","","",""
"518","2025/10/21","FPICO1T08:08","1998/07/28",16.2,1,54,1,"LITT1",0,"D","","2025/10/21","True","1","50","166","0","","",""
"519","2025/10/21","FPICO1T08:08","1998/07/28",16.5,1,55,1,"VASC",0.1,"L","","2025/10/21","True","1","50","166","0","","",""
"520","2025/10/21","FPICO1T08:08","1998/07/28",16.8,1,56,1,"LITT1",0,"D","","2025/10/21","True","1","50","166","0","","",""
"521","2025/10/21","FPICO1T08:08","1998/07/28",17.1,1,57,1,"LITT1",0,"D","","2025/10/21","True","1","50","166","0","","",""
"522","2025/10/21","FPICO1T08:08","1998/07/28",17.4,1,58,1,"VASC",0.19,"L","","2025/10/21","True","1","50","166","0","","",""
"523","2025/10/21","FPICO1T08:08","1998/07/28",17.7,1,59,1,"ABLAL",0.21,"L","","2025/10/21","True","1","50","166","0","","",""
"524","2025/10/21","FPICO1T08:08","1998/07/28",17.7,1,59,2,"VASC",0,"L","","2025/10/21","True","1","50","166","0","","",""
"525","2025/10/21","FPICO1T08:08","1998/07/28",18,1,60,1,"ABLAL",0.84,"L","","2025/10/21","True","1","50","166","0","","",""
"526","2025/10/21","FPICO1T08:08","1998/07/28",18,1,60,2,"VASC",0,"L","","2025/10/21","True","1","50","166","0","","",""
